split,sample_id,rollout_index,pc1,pc2,cap_hit,loop_flag,correct,finish_reason,length,relative_length,first_loop_prefix_length
train,24,1,9.99515151977539,-1.3483668565750122,0,0,0,stop,7493,0.24976666666666666,
train,24,2,9.99515151977539,-1.3483668565750122,1,1,0,length,30000,1.0,5616
train,24,3,9.99515151977539,-1.3483668565750122,0,0,0,stop,8720,0.2906666666666667,
train,24,4,9.99515151977539,-1.3483668565750122,0,1,0,stop,8975,0.2991666666666667,7582
train,24,5,9.99515151977539,-1.3483668565750122,0,1,0,stop,10024,0.33413333333333334,5004
train,24,6,9.99515151977539,-1.3483668565750122,0,0,0,stop,8824,0.29413333333333336,
train,24,7,9.99515151977539,-1.3483668565750122,0,0,0,stop,9139,0.3046333333333333,
train,24,8,9.99515151977539,-1.3483668565750122,0,1,0,stop,11277,0.3759,6532
train,24,9,9.99515151977539,-1.3483668565750122,0,0,0,stop,8417,0.2805666666666667,
train,25,0,5.880940914154053,3.3838510513305664,0,0,0,stop,7682,0.25606666666666666,
train,25,1,5.880940914154053,3.3838510513305664,0,0,0,stop,8900,0.2966666666666667,
train,25,2,5.880940914154053,3.3838510513305664,0,0,0,stop,6877,0.22923333333333334,
train,25,3,5.880940914154053,3.3838510513305664,0,0,0,stop,9676,0.32253333333333334,
train,25,4,5.880940914154053,3.3838510513305664,0,1,0,stop,7132,0.23773333333333332,5049
train,25,5,5.880940914154053,3.3838510513305664,0,1,0,stop,9167,0.30556666666666665,3214
train,25,6,5.880940914154053,3.3838510513305664,0,0,0,stop,7771,0.25903333333333334,
train,25,7,5.880940914154053,3.3838510513305664,0,0,0,stop,8373,0.2791,
train,25,8,5.880940914154053,3.3838510513305664,0,0,0,stop,7501,0.25003333333333333,
train,25,9,5.880940914154053,3.3838510513305664,0,1,0,stop,10591,0.3530333333333333,9617
train,26,0,1.4440022706985474,-3.4914462566375732,0,0,1,stop,1622,0.054066666666666666,
train,26,1,1.4440022706985474,-3.4914462566375732,0,0,1,stop,2674,0.08913333333333333,
train,26,2,1.4440022706985474,-3.4914462566375732,0,0,0,stop,3844,0.12813333333333332,
train,26,3,1.4440022706985474,-3.4914462566375732,0,0,1,stop,1936,0.06453333333333333,
train,26,4,1.4440022706985474,-3.4914462566375732,0,0,1,stop,3834,0.1278,
train,26,5,1.4440022706985474,-3.4914462566375732,0,0,1,stop,2538,0.0846,
train,26,6,1.4440022706985474,-3.4914462566375732,0,0,0,stop,5075,0.16916666666666666,
train,26,7,1.4440022706985474,-3.4914462566375732,0,1,0,stop,4961,0.16536666666666666,3628
train,26,8,1.4440022706985474,-3.4914462566375732,0,0,1,stop,3456,0.1152,
train,26,9,1.4440022706985474,-3.4914462566375732,0,1,1,stop,4345,0.14483333333333334,3152
train,27,0,8.963179588317871,5.081791877746582,1,1,0,length,30000,1.0,4413
train,27,1,8.963179588317871,5.081791877746582,0,0,0,stop,11597,0.38656666666666667,
train,27,2,8.963179588317871,5.081791877746582,0,1,0,stop,11341,0.37803333333333333,8730
train,27,3,8.963179588317871,5.081791877746582,0,1,0,stop,11448,0.3816,6790
train,27,4,8.963179588317871,5.081791877746582,0,0,1,stop,10163,0.33876666666666666,
train,27,5,8.963179588317871,5.081791877746582,0,0,0,stop,10201,0.34003333333333335,
train,27,6,8.963179588317871,5.081791877746582,0,1,0,stop,11688,0.3896,7384
train,27,7,8.963179588317871,5.081791877746582,0,1,0,stop,11734,0.39113333333333333,10003
train,27,8,8.963179588317871,5.081791877746582,0,1,0,stop,10540,0.35133333333333333,8620
train,27,9,8.963179588317871,5.081791877746582,0,1,0,stop,8217,0.2739,4629
train,29,0,-5.633501052856445,2.8437366485595703,0,0,1,stop,2746,0.09153333333333333,
train,29,1,-5.633501052856445,2.8437366485595703,0,1,0,stop,6951,0.2317,6355
train,29,2,-5.633501052856445,2.8437366485595703,0,0,0,stop,6298,0.20993333333333333,
train,29,3,-5.633501052856445,2.8437366485595703,0,0,0,stop,5116,0.17053333333333334,
train,29,4,-5.633501052856445,2.8437366485595703,0,0,0,stop,3241,0.10803333333333333,
train,29,5,-5.633501052856445,2.8437366485595703,0,0,0,stop,6983,0.23276666666666668,
train,29,6,-5.633501052856445,2.8437366485595703,0,0,0,stop,1290,0.043,
train,29,7,-5.633501052856445,2.8437366485595703,0,0,0,stop,3641,0.12136666666666666,
train,29,8,-5.633501052856445,2.8437366485595703,0,1,0,stop,6892,0.22973333333333334,6835
train,29,9,-5.633501052856445,2.8437366485595703,0,0,0,stop,3065,0.10216666666666667,
train,30,0,5.791459083557129,4.3378520011901855,0,0,0,stop,5425,0.18083333333333335,
train,30,1,5.791459083557129,4.3378520011901855,0,0,0,stop,7402,0.24673333333333333,
train,30,2,5.791459083557129,4.3378520011901855,0,0,0,stop,4410,0.147,
train,30,3,5.791459083557129,4.3378520011901855,0,0,0,stop,4395,0.1465,
train,30,4,5.791459083557129,4.3378520011901855,0,1,0,stop,6736,0.22453333333333333,3120
train,30,5,5.791459083557129,4.3378520011901855,0,0,0,stop,4220,0.14066666666666666,
train,30,6,5.791459083557129,4.3378520011901855,0,0,0,stop,5485,0.18283333333333332,
train,30,7,5.791459083557129,4.3378520011901855,0,0,0,stop,5665,0.18883333333333333,
train,30,8,5.791459083557129,4.3378520011901855,0,0,0,stop,6408,0.2136,
train,30,9,5.791459083557129,4.3378520011901855,0,0,0,stop,6760,0.22533333333333333,
train,31,0,-8.090364456176758,3.569761037826538,0,0,1,stop,8007,0.2669,
train,31,1,-8.090364456176758,3.569761037826538,0,0,1,stop,8293,0.2764333333333333,
train,31,2,-8.090364456176758,3.569761037826538,0,0,1,stop,9598,0.31993333333333335,
train,31,3,-8.090364456176758,3.569761037826538,0,0,1,stop,8653,0.2884333333333333,
train,31,4,-8.090364456176758,3.569761037826538,0,1,1,stop,9657,0.3219,9331
train,31,5,-8.090364456176758,3.569761037826538,0,0,1,stop,10556,0.35186666666666666,
train,31,6,-8.090364456176758,3.569761037826538,0,0,1,stop,6650,0.22166666666666668,
train,31,7,-8.090364456176758,3.569761037826538,0,0,1,stop,6151,0.20503333333333335,
train,31,8,-8.090364456176758,3.569761037826538,0,0,1,stop,5707,0.19023333333333334,
train,31,9,-8.090364456176758,3.569761037826538,0,0,1,stop,9694,0.32313333333333333,
train,32,0,3.6433475017547607,0.536930501461029,0,0,1,stop,4827,0.1609,
train,32,1,3.6433475017547607,0.536930501461029,0,1,0,stop,7295,0.24316666666666667,2184
train,32,2,3.6433475017547607,0.536930501461029,0,0,1,stop,6825,0.2275,
train,32,3,3.6433475017547607,0.536930501461029,0,0,0,stop,4703,0.15676666666666667,
train,32,4,3.6433475017547607,0.536930501461029,0,1,1,stop,6197,0.20656666666666668,4708
train,32,5,3.6433475017547607,0.536930501461029,0,0,0,stop,5472,0.1824,
train,32,6,3.6433475017547607,0.536930501461029,0,0,0,stop,6920,0.23066666666666666,
train,32,7,3.6433475017547607,0.536930501461029,0,0,0,stop,6902,0.23006666666666667,
train,32,8,3.6433475017547607,0.536930501461029,0,0,0,stop,5016,0.1672,
train,32,9,3.6433475017547607,0.536930501461029,0,1,0,stop,5472,0.1824,1254
train,34,0,-0.029406195506453514,-2.6200201511383057,0,0,0,stop,6378,0.2126,
train,34,1,-0.029406195506453514,-2.6200201511383057,0,0,0,stop,6720,0.224,
train,34,2,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,5479,0.18263333333333334,
train,34,3,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,6477,0.2159,
train,34,4,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,5784,0.1928,
train,34,5,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,5972,0.19906666666666667,
train,34,6,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,6468,0.2156,
train,34,7,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,6011,0.20036666666666667,
train,34,8,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,4859,0.16196666666666668,
train,34,9,-0.029406195506453514,-2.6200201511383057,0,0,1,stop,2517,0.0839,
train,35,0,-4.174063682556152,-3.109020948410034,0,0,0,stop,2309,0.07696666666666667,
train,35,1,-4.174063682556152,-3.109020948410034,0,0,0,stop,3569,0.11896666666666667,
train,35,2,-4.174063682556152,-3.109020948410034,0,0,0,stop,5186,0.17286666666666667,
train,35,3,-4.174063682556152,-3.109020948410034,0,1,0,stop,11040,0.368,9226
train,35,4,-4.174063682556152,-3.109020948410034,0,0,1,stop,6204,0.2068,
train,35,5,-4.174063682556152,-3.109020948410034,0,1,1,stop,5137,0.17123333333333332,4809
train,35,6,-4.174063682556152,-3.109020948410034,0,0,0,stop,3977,0.13256666666666667,
train,35,7,-4.174063682556152,-3.109020948410034,0,0,0,stop,6385,0.21283333333333335,
train,35,8,-4.174063682556152,-3.109020948410034,0,0,0,stop,7261,0.24203333333333332,
train,35,9,-4.174063682556152,-3.109020948410034,0,0,0,stop,4176,0.1392,
train,37,0,4.934142589569092,0.7662265300750732,0,1,0,stop,11281,0.37603333333333333,6025
train,37,1,4.934142589569092,0.7662265300750732,0,1,0,stop,6444,0.2148,4836
train,37,2,4.934142589569092,0.7662265300750732,0,0,0,stop,4838,0.16126666666666667,
train,37,3,4.934142589569092,0.7662265300750732,0,1,0,stop,7937,0.26456666666666667,5889
train,37,4,4.934142589569092,0.7662265300750732,0,1,0,stop,10640,0.3546666666666667,2452
train,37,5,4.934142589569092,0.7662265300750732,0,1,0,stop,6450,0.215,5953
train,37,6,4.934142589569092,0.7662265300750732,1,1,0,length,30000,1.0,7419
train,37,7,4.934142589569092,0.7662265300750732,0,1,0,stop,10146,0.3382,8954
train,37,8,4.934142589569092,0.7662265300750732,0,1,0,stop,7367,0.24556666666666666,7289
train,37,9,4.934142589569092,0.7662265300750732,0,1,0,stop,7748,0.25826666666666664,2869
train,38,0,-7.319080829620361,3.2395713329315186,0,0,1,stop,2274,0.0758,
train,38,1,-7.319080829620361,3.2395713329315186,0,0,1,stop,1692,0.0564,
train,38,2,-7.319080829620361,3.2395713329315186,0,0,1,stop,1545,0.0515,
train,38,3,-7.319080829620361,3.2395713329315186,0,0,1,stop,1741,0.05803333333333333,
train,38,4,-7.319080829620361,3.2395713329315186,0,0,1,stop,2320,0.07733333333333334,
train,38,5,-7.319080829620361,3.2395713329315186,0,0,1,stop,1595,0.05316666666666667,
train,38,6,-7.319080829620361,3.2395713329315186,0,0,1,stop,1271,0.042366666666666664,
train,38,7,-7.319080829620361,3.2395713329315186,0,0,1,stop,1667,0.05556666666666667,
train,38,8,-7.319080829620361,3.2395713329315186,0,0,1,stop,1629,0.0543,
train,38,9,-7.319080829620361,3.2395713329315186,0,0,1,stop,1210,0.04033333333333333,
train,39,0,1.4614975452423096,-8.154609680175781,0,0,0,stop,1592,0.053066666666666665,
train,39,1,1.4614975452423096,-8.154609680175781,0,0,0,stop,1339,0.04463333333333333,
train,39,2,1.4614975452423096,-8.154609680175781,0,0,0,stop,1420,0.04733333333333333,
train,39,3,1.4614975452423096,-8.154609680175781,0,0,0,stop,2009,0.06696666666666666,
train,39,4,1.4614975452423096,-8.154609680175781,0,0,0,stop,1163,0.038766666666666665,
train,39,5,1.4614975452423096,-8.154609680175781,0,0,0,stop,2932,0.09773333333333334,
train,39,6,1.4614975452423096,-8.154609680175781,0,0,0,stop,1480,0.04933333333333333,
train,39,7,1.4614975452423096,-8.154609680175781,0,0,0,stop,1793,0.05976666666666667,
train,39,8,1.4614975452423096,-8.154609680175781,0,0,0,stop,1685,0.05616666666666666,
train,39,9,1.4614975452423096,-8.154609680175781,0,0,0,stop,1314,0.0438,
train,40,0,-6.387117385864258,0.10791309922933578,0,0,1,stop,7927,0.2642333333333333,
train,40,1,-6.387117385864258,0.10791309922933578,0,1,1,stop,8336,0.27786666666666665,8284
train,40,2,-6.387117385864258,0.10791309922933578,0,0,1,stop,7553,0.2517666666666667,
train,40,3,-6.387117385864258,0.10791309922933578,0,0,1,stop,8139,0.2713,
train,40,4,-6.387117385864258,0.10791309922933578,0,1,1,stop,9275,0.30916666666666665,6411
train,40,5,-6.387117385864258,0.10791309922933578,0,1,1,stop,10066,0.33553333333333335,7673
train,40,6,-6.387117385864258,0.10791309922933578,0,1,1,stop,10017,0.3339,7796
train,40,7,-6.387117385864258,0.10791309922933578,0,0,1,stop,7002,0.2334,
train,40,8,-6.387117385864258,0.10791309922933578,0,1,1,stop,7976,0.26586666666666664,5941
train,40,9,-6.387117385864258,0.10791309922933578,0,0,1,stop,7691,0.2563666666666667,
train,41,0,-7.918361186981201,6.431220054626465,1,1,0,length,30000,1.0,206
train,41,1,-7.918361186981201,6.431220054626465,0,0,1,stop,10112,0.3370666666666667,
train,41,2,-7.918361186981201,6.431220054626465,0,1,0,stop,4917,0.1639,3372
train,41,3,-7.918361186981201,6.431220054626465,0,0,1,stop,1929,0.0643,
train,41,4,-7.918361186981201,6.431220054626465,0,0,1,stop,8475,0.2825,
train,41,5,-7.918361186981201,6.431220054626465,0,1,0,stop,3879,0.1293,2668
train,41,6,-7.918361186981201,6.431220054626465,0,0,1,stop,10071,0.3357,
train,41,7,-7.918361186981201,6.431220054626465,0,0,1,stop,3052,0.10173333333333333,
train,41,8,-7.918361186981201,6.431220054626465,1,1,0,length,30000,1.0,200
train,41,9,-7.918361186981201,6.431220054626465,0,0,1,stop,8323,0.2774333333333333,
train,43,0,1.645822286605835,-14.371291160583496,0,1,0,stop,5182,0.17273333333333332,4704
train,43,1,1.645822286605835,-14.371291160583496,0,1,0,stop,4457,0.14856666666666668,3040
train,43,2,1.645822286605835,-14.371291160583496,0,0,0,stop,3780,0.126,
train,43,3,1.645822286605835,-14.371291160583496,0,0,0,stop,1318,0.04393333333333333,
train,43,4,1.645822286605835,-14.371291160583496,0,0,0,stop,3656,0.12186666666666666,
train,43,5,1.645822286605835,-14.371291160583496,0,0,0,stop,2509,0.08363333333333334,
train,43,6,1.645822286605835,-14.371291160583496,0,0,0,stop,2261,0.07536666666666667,
train,43,7,1.645822286605835,-14.371291160583496,0,0,0,stop,2088,0.0696,
train,43,8,1.645822286605835,-14.371291160583496,0,0,0,stop,1323,0.0441,
train,43,9,1.645822286605835,-14.371291160583496,0,0,0,stop,3823,0.12743333333333334,
train,45,0,-1.8325178623199463,0.7340003252029419,0,1,0,stop,6460,0.21533333333333332,3856
train,45,1,-1.8325178623199463,0.7340003252029419,0,0,0,stop,6033,0.2011,
train,45,2,-1.8325178623199463,0.7340003252029419,0,1,0,stop,6759,0.2253,4611
train,45,3,-1.8325178623199463,0.7340003252029419,0,0,0,stop,5558,0.18526666666666666,
train,45,4,-1.8325178623199463,0.7340003252029419,0,1,0,stop,6864,0.2288,4553
train,45,5,-1.8325178623199463,0.7340003252029419,0,1,0,stop,7028,0.23426666666666668,3032
train,45,6,-1.8325178623199463,0.7340003252029419,0,1,0,stop,5841,0.1947,3997
train,45,7,-1.8325178623199463,0.7340003252029419,0,0,0,stop,6724,0.22413333333333332,
train,45,8,-1.8325178623199463,0.7340003252029419,1,1,0,length,30000,1.0,3973
train,45,9,-1.8325178623199463,0.7340003252029419,0,1,0,stop,6430,0.21433333333333332,5855
